;clip_index;movie_id;annotator;label;concepts;comment;start_frame;end_frame;imdb_key;movie_title;framerate;subtitle;start_clip;end_clip
2940;id_83;4;annotator1;Easy Negative;[];[];84710;92951;tt1045658;Silver Linings Playbook;23.976;" Danny, you're out of the hospital? And you're here on game day? I'm out. It's official, man. They didn't convert me to my Mental Hygiene Law admission status within two thirds of the maximum length of my felony sentence, so I'm out. They had to let me go. I never understand what he's saying. Okay, jailhouse lawyer, come on, let's come back and sit down the way you were before. What a treat! Whoa, whoa, whoa. Dad's got you sitting here? Oh, yeah. He calls me ""Jailhouse Lawyer. "" Hold the remote the way you were holding it before. Okay. And now you're holding the remote? And it's working. Your dad's a genius. Now sit up. And Danny's the good luck charm? Danny's from you. This is your house, so it comes down to you. You're the one. Yeah, you're the one, Pat. Superstition, Danny. I don't know. Come sit down. Don't disappear doing God knows what with that Tiffany Maxwell. Dad, Dad, Dad. She's my friend. Why would you say that? Oh, she's a mess. You gotta be careful. She goes to a lot of therapy. I go to a lot of therapy, Ronnie. What are you trying to say? I'm just saying Am I messed up? Why don't you stop judging people? You judge everybody. You're the one who has a messed up marriage. I'm just looking out for you, I'm just looking out for you. She's unstable. What's wrong with your marriage? What's wrong with your marriage? Nothing's wrong! You should have seen when I was at his house. It's like a circus over there. Shh, shh. What are you talking about? I'm not gonna hide this. You need to deal with it. Stop breaking my balls. Oh! I got you an iPod. Whoa! Is this for me? Yeah. Well, that's my old iPod, but Oh, buddy, thank you. That's so nice of you. Wow. Thirtytwo gigabytes. How many songs is that? Seven thousand. Oh, yeah, you got The Stranglers. You love The Stranglers. Oh, the Sex Pistols. The Clash. Got some Clash. Oh, ""West Side Story. "" Yeah, ""West Side Story. "" It makes me peaceful. ""Maria, I just met a girl named Maria... "" Right, right, right. And then when I'm angry, which is a lot these days, I go to the garage... Metallica... Megadeth. I start fucking smashing shit. You gotta get your marriage together. I start breaking shit, and I hurt my hand. And Ronnie, that's fucked up. Yeah, but it makes me feel better. It's like my therapy, you know? When I'm with Nikki, I'm never gonna do stuff like that... Whoa, Nikki? What's all this about Nikki? Pan from the framed photo of Jake on foyer wall, to Jake on the stairs above. A restraining order is nothing to fool with, bro. Holy shit, look at you! You are fit! You look absolutely amazing. You feel good? How you doing, Jake? Good. You look like Schwarzenegger in his prime. Didn't I say you wouldn't recognize him? So, listen, I'm sorry that I didn't come see you down at the hospital. You know how those places creep me out, and the firm's been expanding. I've been helping Pop with the restaurant 'cause he needs to have a legitimate business. He needs a tax return. With all the money that he's making with his bookmaking, they're gonna come after him. And then it looks like I'm making, I'm gonna make partner at the firm. Well, I don't even know what to say to you anymore. You lost your wife, I'm getting engaged, and I wanna be able to tell you about those kind of things. You lost your house, I'm getting a new house. You lost your job, things are going great for me at the firm. Maybe stop talking about all the stuff that's good for you and bad for him. Just, you know, leave it alone. We're watching the game. You know what, I'm just gonna, I'm just gonna, I'm just gonna stop talking. I'm gonna shut my mouth. As my friend Danny would say I got nothing but love for you, brother. That's right. That's right. That's nice. That's nice. Well, thank God, finally. DeSean Jackson. Yeah. Did it fit? I wore it to Ronnie's for dinner. Beautiful jersey. I love that jersey. Veronica didn't like it. Veronica hates the jersey. Whatever you do, watch out for that restraining order, okay? Don't let Tiffany get you in trouble. Pat, you're up to something, I know. People like Tiffany, or Danny, or me, maybe we know something that you guys don't know, okay? Did you ever think about that? Maybe we understand something because we're more We have a sixth sense. I mean, everybody's got it. Everybody's just not in touch with it. Oh, no. How you doing, Pat? Jesus. I guess his sixth sense forgot to tell him the cops were coming. I'm taking him back to the hospital. What? No, no, he passed his thing, right? First of all, check with the latest legal development. Well, we got a call that they did convert you to a Mental Hygiene Law admission status by the deadline of your sentence, so... Wait a minute. Are you an Eagles fan or are you not an Eagles fan? I'm an Eagles fan. Well then, what's the problem? He's not goin' anywhere. Just let him finish the game, that's all. The handkerchief is working. We're killing the Seahawks, twentyseventen. What's the matter with you? Let him stay, please! I don't know what the hell you're talking about ""the handkerchief"". And I'm glad that the Seahawks are losing and we're winning, but I gotta take Danny McDaniels back to Baltimore, alright? He can contest his case from Baltimore. Not correct about the Mental Hygiene Law. You're not correct. Come on. You guys oughta be ashamed of yourselves. I used the insurance money to build this. I designed it. All the floors are hard oak. It has good bounce for dancers. Wow. I'm not that great of a dancer, but who cares? It's therapy and it's fun. And the walls are good 'cause I can play music really loud without anybody hearing. Where do you sleep? Upstairs. It's a garage, I just renovated it. You know, I was thinking about putting a ballet barre here. When are you gonna give it to her? What? The letter to Nikki. Probably tonight. Really?";5294;5809
2941;id_84;4;annotator1;Hard Negative;['Speech'];['Pat is the one helping Tiffany, being generous, of service...'];92952;93505;tt1045658;Silver Linings Playbook;23.976; Probably tonight. Really? Ronnie and Veronica and I are gonna see her tonight. Oh, I actually changed the first paragraph. I did this thing about Shakespeare and how it's very romantic Mmhmm. and that maybe in the future if she wanted to go dancing, I can be able to do that because of all the training thatNo, that's good, that's really good. I assume you're a good teacher. Yeah. I mean, I hope so. Maybe you can teach us both, you know what I mean? And I also mentioned how generous it is, what I'm doing for you. Yeah. Mmhmm. It's really generous. You know, being of service.;5809;5844
2942;id_85;4;annotator1;Easy Negative;[];[];93506;97632;tt1045658;Silver Linings Playbook;23.976; You know, being of service. Yeah. To your need. Uhhuh. All right, let's start simple. Start at that corner, walk towards me. Walk across the room. Can we do something else besides the dance deal? Are you fucking kidding me? I'm good with a hammer. You want me to fix something? A deal is a deal. I know. Okay. I was just suggesting that maybe there's a better scenario. Why don't you walk towards me like I'm Nikki. And the only way to convey how much you've missed me is by your walk. By your slow walk. You can't talk. Only walk. I'm not doing it. Do it. No. That's stupid. No walk, no letter. Walk to me like I'm Nikki, come on. Do it. I'm Nikki. Come on. You're not Nikki. Don't look up until you're halfway here. Yes. Do you feel that? That's emotion. I don't feel anything. Has anybody ever told you how Tommy died? We were married for three years and five days, and I loved him. But for the last couple months, I just wasn't into sex at all. It just felt like we were so different and I was depressed. Some of that is just me, some of it was he wanted me to have kids and I have a hard enough time taking care of myself. I don't think that makes me a criminal. Anyway one night after dinner, he drove to Victoria's Secret at King of Prussia Mall and got some lingerie to get something going. And on the way back, he stopped on 76 to help a guy with a flat tire and he got hit by a car and killed. And the Victoria's Secret box was still in the front seat. That's a feeling.;5844;6101
2943;id_86;4;annotator1;Not Sure;['Clothing'];[];97633;98033;tt1045658;Silver Linings Playbook;23.976;;6102;6127
2944;id_87;4;annotator1;Easy Negative;[];[];98034;99913;tt1045658;Silver Linings Playbook;23.976;;6127;6244
2945;id_88;4;annotator1;Sure;[];[];99914;100285;tt1045658;Silver Linings Playbook;23.976;;6244;6267
2946;id_89;4;annotator1;Easy Negative;[];[];100286;100510;tt1045658;Silver Linings Playbook;23.976;;6267;6281
2947;id_90;4;annotator1;Not Sure;['Activities'];['Dolores is always in the kitchen'];100511;100623;tt1045658;Silver Linings Playbook;23.976;;6281;6288
2948;id_91;4;annotator1;Easy Negative;[];[];100624;102075;tt1045658;Silver Linings Playbook;23.976;" Whoa! Slow down. What? Your father wanted you to have this. He wants me to have all this Eagles information. It's his living. Um, tell Dad thanks. Your father expects to spend time with you, Pat. Football stays out of this place, so does ""Lord of the Flies. "" Wait, wait, no, no, no, what are you doing? I'm behind on my syllabus. I don't give a fuck. What the hell are you doing? Hey, hey! Did you just throw that outside? What? You're not gonna read that shit on my time. I can tell you all about the ""Lord of the Flies. "" It's a bunch of boys on an island and they have a conch... they have a shell ... and whoever has the conch has the power and they can talk. And if you don't have the conch, then you don't have the power. And then there's a little chubby boy, and they call him Piggy and they're really mean, and then there's a murder. I mean, humanity is just nasty and there's no silver lining. Wow. That was a great synopsis. I still need to read it, though. Who's that? What the...? What are you doing here, man?";6289;6379
2949;id_92;4;annotator1;Not Sure;['Speech', 'Look'];"['Danny talks about ""the girl"", can\'t keep his eyes off Tiffany\'s body.']";102076;104570;tt1045658;Silver Linings Playbook;23.976;" Who's that? What the...? What are you doing here, man? If one of your two supervising physicians loses their license, then your whole ajudication is thrown out. How'd you know we were here? I went by your parents' house looking for you and they told me you was over here. Danny, this is Tiffany. Tiffany, this is Danny. Hello. Pat told me about you. So is the girl, that you wrote about? Yeah. What? He wrote about me? I'm ""the girl""? He wrote about you, all right. What'd he say? He said you guys was helping each other out and you were nice and had a mouth on you, that you were mouthy, but Whoa, whoa, that's enough. No, please, tell me more about what he said in the letter. Yeah, anything you wanna know, I'll just tell you. It was nothing. It was just a very general letter. Cool. She's fine. She is my friend with an ""F. "" A capital ""F. "" For ""friend. "" Hey, can I see what you guys are doing? Yeah. Okay. That's it? Why? What is it, what is it, what is it. Can I say something? Do you mind? No. You sure? Just say it. Say it. No, please. I think Pat, you should be facing Tiffany. Let me show you, Pat, let me show you what I mean. You gotta come at her with a little bit more soul, man. You should move more hips. Just, just sort of come in, Pat, come in like this. And... Okay. Yeah. Can you move 'em a little bit more? Yeah, that's it. Move 'em a bit more. You could turn around, too, there's nothing wrong with that. Yeah. You're pretty good. Mm, yeah. Okay, we got it, we got it. Okay. Okay. Come on, Pat, come on. A little bit more soul. Black it up, Pat. ""Black it up""? You know damn well what it means.";6379;6535
2950;id_93;4;annotator1;Sure;['Type of shot'];[];104571;105162;tt1045658;Silver Linings Playbook;23.976; I got an idea. Come get some, Pat. Come get some. Shuffle back, shuffle back. Shuffle back, shuffle back. Girl, you gotta move your junk.;6535;6572
2951;id_94;4;annotator1;Easy Negative;[];[];105163;105486;tt1045658;Silver Linings Playbook;23.976; Girl, you gotta move your junk. I gotta get out of here. I gotta go see this girl, Tanya. She lives on this side of town. Yeah, go see Tanya. Good idea. Okay, man, hey. I'm gonna be there, man. I want you guys to win! Bye! Excelsior, Pat! Excelsior! That's my man. Lets go!;6572;6592
2952;id_95;4;annotator1;Easy Negative;[];[];105487;117735;tt1045658;Silver Linings Playbook;23.976;" Excelsior! That's my man. Lets go! Pat. Patty. Where have you been? Huh? We got a serious situation on our hands, you know that. We gotta beat the Giants if we wanna have a chance of getting into the division, any chance of playing in the playoffs. Do you realize that? I didn't realize that. Yeah, that's the bind we're in. I mean, I think it would be wise if we spent fatherson time, reading about the Eagles, talking about them, just to strengthen the good luck thing that you're in. Okay. Yeah? Right. Hmm? I just wanted to, maybe I didn't, spend enough time with you growing up. I spent too much time with your brother. It might have made you feel worse about your behavior, but I didn't know anything, I didn't know how to handle it. I mean, that's what all this Eagles stuff is about. It's about us, spending time now. I wanna do everything I can to help you get back on your feet. That's the whole point. Yeah. I wish you'd watch these games with me so we could talk, we could get into things. So would you, would you just come downstairs and talk to me and Randy now? Randy, tell him what I'm doing. He's betting everything on the Giant game. Everything. All the money that he needs for the restaurant, he's betting on the Giant game. Tell him why. Because he believes in you. Is that true? I believe in you, Patty. I believe in you. I want you to know that. So I'm gonna bet heavy on this game. You understand? Yeah. Heavy. I want you to go to the game with your brother. You want me to go to the game with Jake? Of course I do. Does he want me to go? Of course he wants you to go. He told you that? He told me, yes. Even with all his friends? With all his friends. He trusts you. He's not embarrassed? No. I'd love to go to the game, too, but as you know, I'm banned from the stadium. 'Cause I'd love to see us beat the Giants and take a lot of money from this asshole. Listen, personally, I think it's a stupid bet. As a matter of fact, I think it's ridiculous to bet all that dough for the restaurant on a game. Randy. I just hope you heard what I said. It's like a family business, it's our family endeavor. We all stick together on this. That's how it works. That's a positive, positive vibe. I made a commitment to Tiffany about a project, and we have a very important part of it that we have to go over on Sunday, and it's good for me, Dad. It's making me disciplined and focused, and it's, it's..., I never would've thought this, but it's a good thing. What is this thing you're doing? Yeah, what is it? What is this project, hon? It's a dance thing, okay? There's nothing more to it, Dad. I swear. Listen, I need to ask you something. Tomorrow can I spend half the day with you and half the day at the Eagles game? I'm gonna pretend that you didn't just ask me that. Why? These are the two days that you have promised me and that we have prepared to nail the big move. It's not ready yet. And we don't have a move yet. I know, but my dad opened up to me and it was really beautiful and I wanna be of service to him, okay? And he's worried that the juju from the Eagles is being fucked up and he's concerned that it's because I'm spending time with you. Oh, I messed up the Eagles' juju? No, you're not messing up the juju, but the juju is messed up because I'm not with him during the games. Guess what? What? Nikki replied to your letter. But you can't read it until after you nail the big move. Go. Tiff, I'm sorry. I can't do anything else without reading Nikki's letter, okay? It's just..., it's in the back of my head. We don't almost have it, all right? I just hope you can handle it. Thank you. What was her energy when she gave it to you? She was intrigued, excited, and a little scared. She was scared? About what? Did she tell you? Try to stay positive. I'm just gonna read it out loud, okay? Because if she says anything that's, you know, is that too much to ask? No. I thought you were gonna read it out loud. Okay. Sorry. ""Dear Pat, It was very emotional for me to get your letter, as I'm sure you can imagine, but I'm glad you took the risk of discreetly getting it to me through Tiffany. This gives us a chance to communicate while I keep the restraining order until I feel safe. I must admit you sound terrific and I'm happy that you are feeling so positive and becoming a more loving and caring man, which I always knew you were. I was moved to read about 'Excelsior' and your belief in happy endings. I am also moved by your act of love to read the books I have taught at the high school. I'm sorry you find them so negative, but I disagree. I think they are great works of art that reflect how hard life can be and they can also help kids prepare themselves for the hardness of life. In spite of all these positive developments, Pat, I have to say if it's me reading the signs, I need to see something to prove you are ready to resume our marriage. Otherwise I find myself thinking that we might both be better off moving on with our lives separately. Please don't react quickly to this, but take time to think about it. I'm glad you're doing so well. Love, Nikki. "" I think I'm done for today, okay? She said to show her something, Pat. This dance can be that something. You would have never done something like this in a million years. It shows all kinds of skills on so many different levels: focus, collaboration, discipline. It's romantic, like I said it would be. It's for her. Thanks for the letter. I'll see you tomorrow, okay?";6592;7358
2953;id_96;4;annotator1;Easy Negative;[];[];117736;118826;tt1045658;Silver Linings Playbook;23.976; Can I use your phone? Is it an emergency? Yeah, kind of. What kind of emergency? Well, I'm just doing this project with Tiffany and I wanted to tell her I'm not gonna be on time. Just don't make her an emergency, that crazy girl, you know? She's not crazy... I'll just borrow Jake's phone. It's too bad you can't come in to the stadium, but I know you were kicked out, you know, for beating everybody up. Guess we're not that different, huh, Dad? That a bad thing? No, I think, it's a good thing. Don't drink too much. Don't hit anybody. You'll be fine.;7358;7426
2954;id_97;4;annotator1;Sure;['Body', 'Clothing', 'Look'];[];118827;118957;tt1045658;Silver Linings Playbook;23.976; Yeah. I'm solid.;7426;7434
2955;id_98;4;annotator1;Hard Negative;[];[];118958;123243;tt1045658;Silver Linings Playbook;23.976; This is my little brother Pat. Hey, how you doing? So, Pat, what's this I hear about you just gettin' out? Yeah, from the looney bin! What the fuck?! I talked to you about that already! I told you guys It's all right. Huh? No. It's alright. He's a good dude! He's a good dude. Oh, shit! The Asian invasion! They're here every week! No! Uh, Jake you better get your brother. Cuckoo bird's takin' off. Doctor Patel! Pat! Hey! What are you doing here? You know, we must beat the Giants, my brother. I'm not supposed to be seeing you, right? Outside the office? Pat, Pat. That's illegal! Pat, today I'm your brother in green, not your therapist. I'm so happy to see you. How wonderful that you are here! Hey, Jake this is Cliff. This is my doctor, Cliff. Look, two things. We gotta watch that bubble screen for fuckin' Manning in the backfield and we gotta make sure we knock the receivers on their ass on the line of scrimmage. You can say that again. Those cocksuckers! Okay, you know what? I don't have her phone number. If you want, if you really want, you can call Veronica 'cause she does, but I don't want to talk to Veronica. Why don't you wanna talk to Veronica? Because she brings me down, man! She just brings me down. You have to change. You're not gonna throw the marriage away. There's some kind of love there. I know, I used to see it. You guys have a beautiful thing that got broken somewhere along the line and you gotta fix it like a chiropractor. You gotta give it a chiropractic adjustment. Enough with awkwardness! I don't wanna walk in your house and not be able to say what I wanna say. You're right, man. You're right, you're right, Eagles, baby! Yeah! Let's go! What the fuck? What's that smell? Nasty Indian curry! This is America, baby! Go back to your country! What, what's wrong? Hey! Whoa, whoa, what's going on? Stay back, Pat. Stay back. Leave the fucking Indians alone. Stay here, stay here! I'm not gonna go anywhere. Don't get in a fight! I'm not gonna fight. I'm not gonna fight. Hey, not my brother! Hey, hey, hey! Break it up or you'll be arrested!;7434;7702
2956;id_99;4;annotator1;Hard Negative;['Speech'];"[""There's a lot going on in this scene, quite a bit of derogatory comments""]";123244;135728;tt1045658;Silver Linings Playbook;23.976;" What'd you do? What happened? Dad What the fuck happened? Dad. The birds lose, I lose a fuckin' fortune, a fortune to Randy! What the fuck did you do?! You fucking lost it! I thought you said you had it together! You were solid! I am solid. I was solid at the game, Dad. I'm solid, I'm solid now. You fell apart! What are you fucking talking about?! Your son was trying to It's all fucking ruined now. It's all ruined. No, Dad! It's all fucking ruined now! It's all fucking ruined! No, Dad, Dad, Dad, don't! It's all ruined, you little fucking shit! No, Dad! I didn't do a fucking thing! Come on, Dad! You loser! You loser! I'm not a loser. You fucking loser! You ruined everything! He was defending his brother! You fucking idiot! You spike the ball on the one yard line, Who is this?! Who's this?! We need to talk right now! When you make a serious commitment to somebody, it is not cool to not show up! Wait a second, I tried to call, my God, what's happening, I called..., but I tried to call you, Tiffany, I Oh, really? Yes. I told you I was gonna split my time with my dad and you, and my dad was pulling me in one direction. Doctor Patel, Ronnie Well, that sounds great, Pat. That's great for all of them, but all of them didn't make a commitment to me in return for my help. I'm Tiffany, by the way. What is this craziness with Tiffany Maxwell? There's no craziness. I told you who she was, I was doing this thing with her. We had a conversation! She's fucking nuts! When you started spending time with her, it all fell apart. This is the fucking reason right here. You think I fucked up the Eagles' juju, don't you? Ever since, ever since he was with you, ever since You think that I'm why today's happened? That's right, you are why today happened. I'm the reason why today happened? I think so. Let's talk about that. Be my guest. The first night that Pat and I met at my sister's, the Eagles beat the Forty Niners handily, forty to twentysix. The second time we got together we went for a run and the Phillies beat the Dodgers seven to five in the NLCS. She's right, Dad. The next time we went for a run the Eagles beat the Falcons, twenty seven to fourteen. Wow. The third time we got together we had Raisin Bran in the diner and the Phillies dominated Tampa Bay in the fourth game of the World Series, ten to two. Oh, wow. Let me think about that. Wait a minute. Well, why don't you think about when the Eagles beat the Seahawks, fourteen to seven. He was with you? He was with me. We went for a run. Really? That's crazy. There have been no games since Pat and I have been rehearsing every day and if Pat had been with me like he was supposed to, he wouldn't have gotten in a fight, he wouldn't be in trouble, maybe the Eagles beat the New York Giants. She's making a lot of sense, Pop. That's all right on all counts. Does anybody here happen to know what the official motto of the state of New York is on the official seal of the State of New York? Huh? Anybody? Do you? Do you know? ""Excelsior. "" Look it up. Yeah, ""Excelsior. "" Oh Pat. Not that I give a fuck about football or about your superstitions, but if it's me reading the signs, I don't send the Eagles guy whose personal motto is ""Excelsior, "" to a fucking Giants game, especially when he's already in a legal situation. Unbelievable. Wow. How did you know all that stuff? I did my research. Well, I gotta say, I'm impressed. Thank you. I gotta rethink this whole thing. I didn't trust it before, but I gotta say, now I do. Oh, now you like her, Dad? I have to say I do. Yup. Patrizio, I feel terrible, you know? You made the bet, I won a lot of money, and now look, your whole family is in turmoil. Oh, fuck off, Randy. You love it. You live for this shit. You've been betting against my father for years. Is that right? You're twisting the knife right now. You get off on it! That's bullshit! That's not true! Don't say that! You get off on it! If not, then prove it. Prove it. Yeah, prove it, prove it! How do you want me to prove it? How's he gonna prove it? By giving them the chance to win back everything, double or nothing. No, no, no, no, no, no, no. Double or nothing on the Bengals, next week? Is that what you're saying? Against the Cowboys. That's your team isn't it, Randy? That's his team! I know who his team is. When is the game? December twentyeight, last game of the season. Oh, my God. Same day as the Benjamin Franklin Pairs Open Freestyle Dance Competition. Oh God. Randy, I thought they were America's Team. Don't you believe in America's Team? Yeah, Randy, don't you believe in America's Team? Yeah, I believe in America's Team but if I win that bet, I win your book, you're out of action, you get no restaurant, no nothing. I like it. No. No, Patrizio I believe in the Eagles, I believe in my son, I'll take the action. I'll take it. Dad! Patrizio, don't! It's toxic! I have faith, I have faith. Excelsior belongs in this house Dad ... not in the State of New York. In this house. Dad, listen to me. I didn't know that ""Excelsior"" was the state motto of New York, okay? I didn't know, either, but now I know. I know, but listen to me, this is toxic. Dad, Dad, Dad, this is toxic, you shouldn't be doing this, you shouldn't be doing Randy, what do you say... Be quiet, shut up. You already did enough. Randy, what do you say? My birds, Benjamin Franklin's team favored by one and a half points. I'll give you three more. Patrizio, stop it! And Randy, don't you take the bet! In fact, I'll give you ten points. No, Dad! Dad! Dad! You have to take that bet on the Cowboys. Dolores, would you stop him? Jesus! How could you not take that bet? Even with the ten points I give you, that's an insane spread to your advantage. Cowboys are cowards. And I'll bet you're such a coward, you won't take the ten. Plus, are you listening, plus whatever their score is at the dance thing. What's that? Tiffany, what's that? What? No, no, no, no. You're crazy to give away that many points. That's ridiculous! I won't take that! However, wait a second. I do like the idea of a parlay. What? No parlay! No! No, don't do it. Don't do it. Pat, how do they run this dance competition? I mean, how do they score it and everything? I don't know, I don't know how they fucking score! We're participating. We're not, we're not a part of it. There are people, this is a high end dance contest. I don't know. Do not put it as part of the parlay, Randy. Don't They go by the Philadelphia rules. Each dancer is scored on a scale of one to ten, ten being the highest. You have to average the four judges' scores. Okay, score is from one to ten, right? And you guys are how good? We suck. We don't suck. Pat's a beginner, I'm okay, we're happy just to be going there. And how are the people you're competing against? They're good. Some of them are professionals. They're good? Better than you? A lot better. A lot better. So if I was to say you only have to score five, I would be really very generous, right? No, no, that would be amazing if we got five. Let's not get away Oh, come on, we can get a five out of ten! Gimme a break! Gimme me a break! We can't get five! Give 'em a five. Give 'em a five. We can do a five. What are you talking about, Dad? You haven't even seen us dance! That's the parlay. Will somebody please explain to me the parlay? Please? You gotta win two bets or you lose the whole thing. For Pat Sr. to win, the birds gotta beat the Cowboys plus Pat and Tiffany gotta get at least a five at the dance. That's very, very manic indeed. That's the parlay. Shake on it. You know what? I'm not gonna be a part of this. Randy, Randy, you're a sickness. You're a fucking sickness, Randy. I'm out. Pat, you can't quit. I'm not doing the dance. I'm out. Pat, calm down. Thank about it. See you later. Pat, no. What are you doing? Pat. I'm out. Here we are again at the one yard line. DeSean, snatching defeat from the jaws of victory. There you go. What does that even mean, Dad? I'm not gonna make that, that, that connection that you're making with DeSean Jackson. It doesn't matter anymore okay? Just because I have the fucking jersey on... I'm not gonna do it. I'm sorry. You are not a stand up guy right now. If it's me reading the signs... if it's me reading the signs If it's you reading the signs? You're reading the signs? Oh, okay. Pat! You are not a stand up guy! Pat! I told you not to push it. Yeah, but he's gotta do this thing. He can't be a quitter. He cannot be a quitter. You took that stupid parlay thing, and now he won't do the dance and it was very constructive for him, and you ruined it. There's only one way to get him to show. What's that? Oh, what's that? We have to tell him Nikki's gonna be there.";7702;8482
2957;id_100;4;annotator1;Easy Negative;[];[];135729;138793;tt1045658;Silver Linings Playbook;23.976;" We have to tell him that she's going. But that's a lie! It's a white lie. It's a white lie, what's that matter? That's no big deal. So it's a little lie. There's no other way. You know, we gotta leave a trail of bread crumbs so that he can live his life without ruining it. No. I don't approve. You can't do it. Well, you know, I didn't approve when you called her and you told her where he was running, so she could ambush him. I didn't approve of that, but you did it anyway, so I'm doing this anyway. That's it. We're gonna tell him Nikki'll be there. You gotta be part of it. We have to do it. Aren't you nervous to be lying? Yeah. A little bit. But it's for the best. ""... but if it was me reading the signs... "" That's it. Okay.";8483;8674
2958;id_101;4;annotator1;Easy Negative;[];[];138794;142000;tt1045658;Silver Linings Playbook;23.976; Hey. Hey, what's up? Sorry I'm late. It's fine. Come on, it's gonna be great. Nikki's gonna be there. You know? Everything's gonna come together. It's what's meant to be. You okay? Don't get wobbly on me. I'm not. We have a dance to do. We have a parlay. You gotta stay focused. I'm focused. Okay, let's go.;8674;8874
2959;id_102;4;annotator1;Hard Negative;['Clothing'];['Of (women) Dancers'];142001;142345;tt1045658;Silver Linings Playbook;23.976; Look at the dancers. You see them? Shit.;8875;8896
2960;id_103;4;annotator1;Easy Negative;[];[];142346;152374;tt1045658;Silver Linings Playbook;23.976;" Look at the dancers. You see them? Shit. Hey, Randy, Jake. What do we got? Dallas just tied with another field goal, threethree. I'm worried about the bet. Don't worry about the bet. I'm worried about the bet. Holy shit. Is this ""Dancing with the Stars""? Well, you knew that. Maybe you should've scouted 'em. Look at those fucking dancers! You can give me the money now, you know? Patty, Patty, all we have to do is we have to make a five. That's all. You stay here and watch the game with me. The birds are better when Pat is with me. We settled that. Relax, we're gonna do fine, okay? I'll see you in a little bit. I'll see you up there, okay? Okay. Hey, Pat, Tiffany! Hey. What a glorious, beautiful occasion, man. Yeah, yeah. All right, buddy, I'll see you. Alright. Wish me luck, man. Excelsior! Wait, what's this? What? I thought you were doing it. Oh, I thought you were doing it. We're doing a dance thing anyway for God's sake. I want you to remember everything. I want you to remember all of the good stuff that we have here. Of course I do. Just check in. I gotta go find Veronica. Hi, good evening. Evening. Check in? How many dancers are there? What?! Nikki? Nikki. Oh, Jesus. What the fuck? Sweetie, sweetie. Honey, calm down. You're killing me. You're killing me! Tiffany, please. She'll see how well he's doing, maybe she'll lift the restraining order. Oh, my God. Oh, my God. Pat told me. He told me you should never throw a marriage out the window. Pat did not say that. He didn't say that. He said it several times, Tiffany, and this is his chance. You gotta give him a chance. Bartender! Bartender, can I get a vodka, please? So, you want another one? Sure. So what do you do? I'm a lawyer. Litigator, actually. Oh, the arguing kind. And the scores for Santos and Aguilar are: seven point six, seven point three, seven point four, and six point nine for an average score of seven point three. Three, two, one! Philadelphia beats Dallas! They are on their way to the playoffs. Where's Tiffany? I don't know, Mom. Have you seen her? You gotta find her. I know, Mom, I know. Hey, WHAT are you doing? She's fine, buddy, she's with me. She's fine? Yeah. Why don't you shut up, okay? How many drinks have you had? I've had two vodkas. Listen, I don't know what choices you've made, but you gotta deal with it right now, okay? We're in this. We're in what? Next, Pat Solatano and Tiffany Maxwell. You know, I used to think that you were the best thing that ever happened to me, but now I think that you might maybe be the worst thing and I'm sorry that I ever met you. Good for you. And the scores for Makarov and Tretiak are: six point seven, eight point one, seven point five and six point five for an average score of seven point two. They were great and they only got a seven point two. This is a tough room. Got it. Up next, ladies and gentlemen please welcome Pat Solatano, Jr. and Tiffany Maxwell. Damn. Let's go, Patty! Come on, Pat!";8896;9523
2961;id_104;4;annotator1;Hard Negative;['Body', 'Posture', 'Activities'];['Dance scene'];152375;156817;tt1045658;Silver Linings Playbook;23.976;;9523;9801
2962;id_105;4;annotator1;Easy Negative;[];"[""It's a really funny scene in terms of narrative""]";156818;158385;tt1045658;Silver Linings Playbook;23.976; Alright, let's see the scores for Solatano and Maxwell. We have a four point nine, four eight, a four nine... That's really too bad, guys. That's a lot of fours. ...and and a five point four for an average score of.. five point zero. Sorry about that, guys. Dad, Dad, did the Eagles win? The Eagles won, fortyfoursix! They won, forty foursix! Come on! Why are they so excited about a five?;9801;9899
2963;id_106;4;annotator1;Easy Negative;[];[];158386;162011;tt1045658;Silver Linings Playbook;23.976; How are you? You okay? Good. How are you? I'm really good. Yeah, thanks. You looked really happy out there. Did I? Yeah. Yeah, who'd have thought, dancing? You look incredible. Thank you. You lost a lot of weight. I've been reading your books and, I have a positive attitude. I'm on medication, I'm in therapy. Where's Tiffany? She left. What do you mean, she left? She left. What do you think! Where is she? Let me tell you, I know you don't wanna listen to your father, I didn't listen to mine but I'm telling you, you gotta pay attention to the signs. When life reaches out with a moment like this, it's a sin if you don't reach back. I'm telling you, it's a sin if you don't reach back, and it'll haunt you for the rest of your days like a curse. You're facing a big challenge in your life right now, at this very moment, right here. That girl loves you, she really loves you. And I don't know if Nikki ever did, but she sure as hell doesn't love you right now. I'm telling you, don't fuck this up. I love you, Dad.;9899;10125
